1,529.520020,183.714005,-0.000000
2,529.520020,183.714005,-1.998389
3,529.519043,183.715179,-2.576093
4,529.517395,183.714737,-2.766476
5,529.513733,183.713242,-2.830069
6,529.508423,183.711365,-2.851331
7,529.501099,183.709045,-2.858438
8,529.492004,183.706299,-2.860810
9,529.481018,183.703064,-2.861601
10,529.468201,183.699341,-2.861865
11,529.453491,183.695084,-2.861954
12,529.437012,183.690323,-2.861986
13,529.418701,183.685043,-2.861999
14,529.398499,183.679230,-2.862007
15,529.376526,183.672897,-2.862014
16,529.352661,183.666031,-2.862019
17,529.326965,183.658661,-2.862024
18,529.299438,183.650742,-2.862028
19,529.270081,183.642303,-2.862031
20,529.238892,183.633347,-2.862032
21,529.205872,183.623856,-2.862031
22,529.171021,183.613846,-2.862028
23,529.134338,183.603317,-2.862023
24,529.095764,183.592239,-2.862016
25,529.055420,183.580658,-2.862007
26,529.013245,183.568527,-2.861995
27,528.969177,183.555893,-2.861982
28,528.923279,183.542709,-2.861967
29,528.875610,183.529007,-2.861949
30,528.826050,183.514786,-2.861930
31,528.774658,183.500031,-2.861908
32,528.722351,183.485001,-2.861885
33,528.669739,183.469879,-2.861861
34,528.616943,183.454712,-2.861835
35,528.564087,183.439529,-2.861809
36,528.511230,183.424332,-2.861781
37,528.458374,183.409149,-2.861752
38,528.405457,183.393951,-2.861722
39,528.352600,183.378754,-2.861690
40,528.299744,183.363556,-2.861658
41,528.246826,183.348343,-2.861625
42,528.193970,183.333145,-2.861592
43,528.141113,183.317932,-2.861557
44,528.088196,183.302719,-2.861521
45,528.035339,183.287506,-2.861485
46,527.982422,183.272293,-2.861449
47,527.929565,183.257080,-2.861411
48,527.876709,183.241867,-2.861373
49,527.823792,183.226639,-2.861334
50,527.770935,183.211411,-2.861295
51,527.718018,183.196182,-2.861255
52,527.665161,183.180954,-2.861215
53,527.612244,183.165726,-2.861174
54,527.559387,183.150497,-2.861133
55,527.506470,183.135254,-2.861092
56,527.453613,183.120026,-2.861050
57,527.400696,183.104782,-2.861008
58,527.347839,183.089539,-2.860966
59,527.294922,183.074295,-2.860924
60,527.242065,183.059036,-2.860882
61,527.189148,183.043793,-2.860840
62,527.136292,183.028534,-2.860798
63,527.083374,183.013275,-2.860756
64,527.030518,182.998016,-2.860714
65,526.977600,182.982758,-2.860672
66,526.924744,182.967499,-2.860631
67,526.871826,182.952240,-2.860590
68,526.818970,182.936966,-2.860549
69,526.766052,182.921707,-2.860508
70,526.713196,182.906433,-2.860468
71,526.660339,182.891159,-2.860428
72,526.607422,182.875885,-2.860389
73,526.554565,182.860611,-2.860350
74,526.501709,182.845337,-2.860312
75,526.448792,182.830048,-2.860274
76,526.395935,182.814774,-2.860237
77,526.343079,182.799484,-2.860201
78,526.290161,182.784210,-2.860165
79,526.237305,182.768921,-2.860130
80,526.184448,182.753632,-2.860096
81,526.131592,182.738342,-2.860063
82,526.078735,182.723053,-2.860031
83,526.025879,182.707764,-2.859999
84,525.973022,182.692459,-2.859969
85,525.920166,182.677170,-2.859939
86,525.867310,182.661880,-2.859910
87,525.814453,182.646576,-2.859883
88,525.761597,182.631287,-2.859856
89,525.708740,182.615982,-2.859831
90,525.655884,182.600677,-2.859807
91,525.603027,182.585388,-2.859783
92,525.550171,182.570084,-2.859761
93,525.497314,182.554779,-2.859740
94,525.444458,182.539474,-2.859720
95,525.391663,182.524170,-2.859701
96,525.338806,182.508865,-2.859684
97,525.285950,182.493561,-2.859668
98,525.233093,182.478256,-2.859653
99,525.180298,182.462952,-2.859639
100,525.127441,182.447647,-2.859627
101,525.074585,182.432343,-2.859616
102,525.021790,182.417038,-2.859606
103,524.968933,182.401733,-2.859598
104,524.916138,182.386429,-2.859591
105,524.863281,182.371124,-2.859585
106,524.810425,182.355820,-2.859580
107,524.757629,182.340500,-2.859576
108,524.704773,182.325195,-2.859575
109,524.651978,182.309891,-2.859574
110,524.599121,182.294586,-2.859575
111,524.546326,182.279282,-2.859576
112,524.493469,182.263977,-2.859580
113,524.440674,182.248672,-2.859584
114,524.387817,182.233368,-2.859590
115,524.335022,182.218063,-2.859597
116,524.282166,182.202759,-2.859605
117,524.229370,182.187454,-2.859615
118,524.176514,182.172150,-2.859625
119,524.123657,182.156845,-2.859637
120,524.070862,182.141541,-2.859650
121,524.018005,182.126236,-2.859664
122,523.965210,182.110931,-2.859680
123,523.912354,182.095642,-2.859696
124,523.859497,182.080338,-2.859714
125,523.806702,182.065033,-2.859733
126,523.753845,182.049744,-2.859752
127,523.701050,182.034439,-2.859773
128,523.648193,182.019150,-2.859795
129,523.595337,182.003845,-2.859818
130,523.542480,181.988556,-2.859842
131,523.489685,181.973267,-2.859867
132,523.436829,181.957962,-2.859893
133,523.383972,181.942673,-2.859919
134,523.331116,181.927383,-2.859947
135,523.278259,181.912094,-2.859975
136,523.225403,181.896805,-2.860004
137,523.172607,181.881516,-2.860034
138,523.119751,181.866241,-2.860064
139,523.066895,181.850952,-2.860095
140,523.014038,181.835678,-2.860127
141,522.961182,181.820389,-2.860159
142,522.908325,181.805115,-2.860192
143,522.855469,181.789825,-2.860225
144,522.802612,181.774551,-2.860259
145,522.749756,181.759277,-2.860294
146,522.696838,181.744003,-2.860328
147,522.643982,181.728729,-2.860363
148,522.591125,181.713455,-2.860399
149,522.538269,181.698196,-2.860435
150,522.485413,181.682922,-2.860471
151,522.432495,181.667664,-2.860507
152,522.379639,181.652390,-2.860543
153,522.326782,181.637131,-2.860579
154,522.273926,181.621872,-2.860616
155,522.221008,181.606613,-2.860652
156,522.168152,181.591354,-2.860689
157,522.115295,181.576111,-2.860725
158,522.062378,181.560852,-2.860762
159,522.009521,181.545609,-2.860798
160,521.956665,181.530350,-2.860834
161,521.903748,181.515106,-2.860870
162,521.850891,181.499863,-2.860906
163,521.798035,181.484619,-2.860941
164,521.745117,181.469376,-2.860976
165,521.692261,181.454132,-2.861011
166,521.639404,181.438904,-2.861045
167,521.586487,181.423660,-2.861079
168,521.533630,181.408432,-2.861113
169,521.480713,181.393204,-2.861146
170,521.427856,181.377975,-2.861178
171,521.375000,181.362747,-2.861210
172,521.322083,181.347519,-2.861241
173,521.269226,181.332291,-2.861272
174,521.216370,181.317062,-2.861302
175,521.163452,181.301849,-2.861331
176,521.110596,181.286621,-2.861359
177,521.057678,181.271408,-2.861387
178,521.004822,181.256195,-2.861414
179,520.951965,181.240982,-2.861440
180,520.899109,181.225769,-2.861466
181,520.846191,181.210556,-2.861490
182,520.793335,181.195343,-2.861514
183,520.740479,181.180145,-2.861537
184,520.687561,181.164932,-2.861558
185,520.634705,181.149734,-2.861579
186,520.581848,181.134521,-2.861598
187,520.528992,181.119324,-2.861617
188,520.476074,181.104126,-2.861635
189,520.423218,181.088928,-2.861652
190,520.370361,181.073730,-2.861668
191,520.317505,181.058533,-2.861682
192,520.264648,181.043335,-2.861696
193,520.211731,181.028137,-2.861708
