1835,559189	-199,6961484
1915,577351	-119,5658237
1915,577351	-119,5658237
1995,581376	-199,7000643
2422,436611	-199,6961451
2502,4588	-119,6955985
2502,4588	-119,6955986
2582,436614	-199,6961451
2802,22339	-279,7395349
2722,201202	-199,7356196
2607,925405	-199,7339427
2626,263852	-187,6601651
2657,238455	-115,9447226
2712,342547	-199,7390527
406,4199977	-159,7904342
475,5822134	-199,6256862
303,0993915	118,2307101
279,5819131	59,80501698
485,6004806	162,9115826
468,2303316	165,9853326
554,8257922	-199,6334779
625,7865715	-156,5735338
649,0237156	-111,9356505
702,2221135	-199,6367767
763,9040739	-40,80805505
675,2448977	-61,51898414
651,1447854	41,7396484
739,8039615	62,45057743
723,3713356	30,93051422
735,225998	-19,81682774
691,6553364	-29,99500526
679,800674	20,75233673
764,006881	108,9436839
738,993006	166,0179788
621,0735647	198,0597042
577,8670195	197,7086292
406,4199977	-159,7904342
287,0872391	46,8742823
287,0872391	46,8742823
279,5819131	59,80501706
303,0993915	118,2307101
454,6097972	162,0460411
454,6097972	162,0460411
468,2303316	165,9853326
485,6004806	162,9115826
510,5153465	144,6748775
510,5153465	144,6748775
651,1447854	41,73964845
529,5200468	183,7142071
577,8670195	197,7086292
468,2303316	165,9853326
516,7487378	180,0298571
621,0735647	198,0597041
710,4591124	173,7767911
710,4591124	173,7767911
738,9930061	166,0179789
764,0068811	108,9436839
739,8039615	62,45057742
679,800674	20,75233676
651,1447854	41,73964845
723,3713356	30,9305143
739,8039615	62,45057742
691,6553364	-29,99500526
675,2448978	-61,51898419
675,2448978	-61,51898419
661,8322261	-87,33848688
661,8322261	-87,33848688
649,0237157	-111,9356505
735,225998	-19,81682775
763,904074	-40,80805512
763,904074	-40,80805512
779,452079	-52,17625856
779,452079	-52,17625856
882,1604947	-127,3671103
882,1604947	-127,3671103
959,8138483	-184,2063211
625,7865715	-156,5735338
649,0237157	-111,9356505
475,5822134	-199,6256862
554,8257922	-199,6334779
554,8257922	-199,6334779
702,2221136	-199,6367767
702,2221136	-199,6367767
807,6694749	-199,6458508
858,5347673	-199,6444243
1007,065304	-199,6516932
807,6694749	-199,6458508
858,5347673	-199,6444243
858,5347673	-199,6444243
882,1604946	-127,3671104
959,8138483	-184,2063212
1007,065304	-199,6516932
1007,065304	-199,6516932
1835,559189	-199,6961484
1995,581376	-199,7000643
2422,436611	-199,6961451
2422,436611	-199,6961451
2582,436613	-199,6961451
2582,436613	-199,6961451
2607,925405	-199,7339427
2607,925405	-199,7339427
2712,342547	-199,7390527
2626,263852	-187,6601651
2657,238455	-115,9447226
2782,062804	-385,4774624
2802,223391	-339,4794393
2802,223391	-339,4794393
2832,154191	-356,8397159
2822,361791	-362,4413758
2802,201204	-397,1010472
2802,223391	-408,4433145
2772,270404	-391,0791222
2600,175345	-489,5412614
2568,909373	-522,0969042
2502,245241	-599,4481109
2549,177799	-560,0253581
