
Mission : id,x,y 
-> 1,0.000000,0.000000
-> 2,10.000000,10.000000
-> 3,0.000000,10.000000
-> 5,10.000000,0.000000
-> 8,5.000000,15.000000
-> 9,0.000000,0.000000

1,0.032106,0.032324,0.788942
2,0.051778,0.052154,0.789399
3,0.063829,0.064303,0.789454
4,0.082562,0.083189,0.789466
5,0.099328,0.100092,0.789455
6,0.119478,0.120405,0.789435
7,0.139710,0.140800,0.789414
8,0.162066,0.163336,0.789390
9,0.185287,0.186741,0.789366
10,0.210150,0.211801,0.789339
11,0.236175,0.238031,0.789311
12,0.263660,0.265730,0.789281
13,0.292420,0.294712,0.789248
14,0.322570,0.325093,0.789211
15,0.354039,0.356800,0.789171
16,0.386871,0.389878,0.789127
17,0.421040,0.424299,0.789079
18,0.456562,0.460080,0.789026
19,0.493427,0.497209,0.788967
20,0.531642,0.535694,0.788903
21,0.570445,0.574764,0.788835
22,0.609257,0.613838,0.788763
23,0.648080,0.652917,0.788688
24,0.686913,0.692001,0.788609
25,0.725758,0.731089,0.788527
26,0.764615,0.770183,0.788442
27,0.803483,0.809282,0.788353
28,0.842365,0.848387,0.788262
29,0.881259,0.887497,0.788168
30,0.920166,0.926612,0.788071
31,0.959086,0.965733,0.787971
32,0.998019,1.004859,0.787868
33,1.036966,1.043991,0.787763
34,1.075926,1.083127,0.787656
35,1.114899,1.122268,0.787547
36,1.153886,1.161414,0.787435
37,1.192886,1.200565,0.787322
38,1.231899,1.239719,0.787206
39,1.270925,1.278877,0.787089
40,1.309963,1.318038,0.786971
41,1.349013,1.357202,0.786851
42,1.388075,1.396368,0.786729
43,1.427149,1.435537,0.786607
44,1.466234,1.474707,0.786483
45,1.505330,1.513878,0.786359
46,1.544436,1.553049,0.786234
47,1.583552,1.592221,0.786108
48,1.622677,1.631391,0.785982
49,1.661811,1.670561,0.785856
50,1.700953,1.709729,0.785730
51,1.740102,1.748894,0.785603
52,1.779258,1.788057,0.785477
53,1.818421,1.827216,0.785351
54,1.857590,1.866371,0.785225
55,1.896763,1.905521,0.785100
56,1.935941,1.944666,0.784976
57,1.975123,1.983805,0.784852
58,2.014309,2.022938,0.784729
59,2.053496,2.062064,0.784608
60,2.092686,2.101182,0.784488
61,2.131877,2.140292,0.784369
62,2.171068,2.179394,0.784252
63,2.210260,2.218487,0.784136
64,2.249451,2.257571,0.784022
65,2.288641,2.296645,0.783911
66,2.327830,2.335708,0.783801
67,2.367017,2.374761,0.783693
68,2.406200,2.413804,0.783587
69,2.445381,2.452835,0.783484
70,2.484559,2.491855,0.783383
71,2.523733,2.530864,0.783285
72,2.562902,2.569860,0.783190
73,2.602067,2.608845,0.783097
74,2.641227,2.647818,0.783007
75,2.680382,2.686779,0.782921
76,2.719531,2.725729,0.782837
77,2.758675,2.764666,0.782756
78,2.797812,2.803591,0.782679
79,2.836944,2.842505,0.782604
80,2.876070,2.881408,0.782534
81,2.915190,2.920299,0.782466
82,2.954304,2.959179,0.782402
83,2.993411,2.998048,0.782342
84,3.032512,3.036906,0.782285
85,3.071607,3.075755,0.782232
86,3.110696,3.114593,0.782182
87,3.149779,3.153422,0.782136
88,3.188857,3.192243,0.782094
89,3.227929,3.231054,0.782056
90,3.266995,3.269858,0.782021
91,3.306057,3.308654,0.781991
92,3.345114,3.347444,0.781964
93,3.384166,3.386227,0.781941
94,3.423214,3.425004,0.781922
95,3.462258,3.463777,0.781907
96,3.501299,3.502545,0.781896
97,3.540337,3.541310,0.781889
98,3.579371,3.580071,0.781885
99,3.618403,3.618830,0.781886
100,3.657433,3.657586,0.781890
101,3.696461,3.696342,0.781898
102,3.735487,3.735097,0.781911
103,3.774512,3.773852,0.781927
104,3.813537,3.812608,0.781946
105,3.852562,3.851367,0.781970
106,3.891587,3.890127,0.781997
107,3.930612,3.928890,0.782028
108,3.969638,3.967657,0.782062
109,4.008665,4.006427,0.782100
110,4.047693,4.045202,0.782142
111,4.086723,4.083982,0.782187
112,4.125755,4.122769,0.782236
113,4.164790,4.161561,0.782287
114,4.203827,4.200361,0.782342
115,4.242867,4.239168,0.782401
116,4.281910,4.277983,0.782462
117,4.320957,4.316805,0.782527
118,4.360006,4.355637,0.782595
