
iteration,x,y,theta
662,-1076.853638,-718.397095,-4.514883
663,-1076.853638,-718.397095,-4.514883
664,-1076.853638,-718.397095,-4.514883
665,-1076.853638,-718.397095,-4.514883
666,-1076.853638,-718.397095,-4.514883
667,-1076.853638,-718.397095,-4.514883
668,-1076.853638,-718.397095,-4.514883
669,-1076.853638,-718.397095,-4.514883
670,-1076.853638,-718.397095,-4.514883
671,-1076.853638,-718.397095,-4.514883
672,-1076.853638,-718.397095,-4.514883
673,-1076.853638,-718.397095,-4.514883
674,-1076.853638,-718.397095,-4.514883
675,-1076.853638,-718.397095,-4.514883
676,-1076.853638,-718.397095,-4.514883
677,-1076.853638,-718.397095,-4.514883
678,-1076.853638,-718.397095,-4.514883
679,-1076.853638,-718.397095,-4.514883
680,-1076.853638,-718.397095,-4.514883
681,-1076.853638,-718.397095,-4.514883
682,-1076.853638,-718.397095,-4.514883
683,-1076.853638,-718.397095,-4.514883
684,-1076.853638,-718.397095,-4.514883
685,-1076.853638,-718.397095,-4.514883
686,-1076.853638,-718.397095,-4.514883
687,-1076.853638,-718.397095,-4.514883
688,-1076.853638,-718.397095,-4.514883
689,-1076.853638,-718.397095,-4.514883
690,-1076.853638,-718.397095,-4.514883
691,-1076.853638,-718.397095,-4.514883
692,-1076.853638,-718.397095,-4.514883
693,-1076.853638,-718.397095,-4.514883
694,-1076.853638,-718.397095,-4.514883
695,-1076.853638,-718.397095,-4.514883
696,-1076.853638,-718.397095,-4.514883
697,-1076.853638,-718.397095,-4.514883
698,-1076.853638,-718.397095,-4.514883
699,-1076.853638,-718.397095,-4.514883
700,-1076.853638,-718.397095,-4.514883
701,-1076.853638,-718.397095,-4.514883
702,-1076.853638,-718.397095,-4.514883
703,-1076.853638,-718.397095,-4.514883
704,-1076.853638,-718.397095,-4.514883
705,-1076.853638,-718.397095,-4.514883
706,-1076.853638,-718.397095,-4.514883
707,-1076.853638,-718.397095,-4.514883
708,-1076.853638,-718.397095,-4.514883
709,-1076.853638,-718.397095,-4.514883
710,-1076.853638,-718.397095,-4.514883
711,-1076.853638,-718.397095,-4.514883
712,-1076.853638,-718.397095,-4.514883
713,-1076.853638,-718.397095,-4.514883
714,-1076.853638,-718.397095,-4.514883
715,-1076.853638,-718.397095,-4.514883
716,-1076.853638,-718.397095,-4.514883
717,-1076.853638,-718.397095,-4.514883
718,-1076.853638,-718.397095,-4.514883
719,-1076.853638,-718.397095,-4.514883
720,-1076.853638,-718.397095,-4.514883
721,-1076.853638,-718.397095,-4.514883
722,-1076.853638,-718.397095,-4.514883
723,-1076.853638,-718.397095,-4.514883
724,-1076.853638,-718.397095,-4.514883
725,-1076.853638,-718.397095,-4.514883
726,-1076.853638,-718.397095,-4.514883
727,-1076.853638,-718.397095,-4.514883
728,-1076.853638,-718.397095,-4.514883
729,-1076.853638,-718.397095,-4.514883
730,-1076.853638,-718.397095,-4.514883
731,-1076.853638,-718.397095,-4.514883
732,-1076.853638,-718.397095,-4.514883
733,-1076.853638,-718.397095,-4.514883
734,-1076.853638,-718.397095,-4.514883
735,-1076.853638,-718.397095,-4.514883
736,-1076.853638,-718.397095,-4.514883
737,-1076.853638,-718.397095,-4.514883
738,-1076.853638,-718.397095,-4.514883
739,-1076.853638,-718.397095,-4.514883
740,-1076.853638,-718.397095,-4.514883
741,-1076.853638,-718.397095,-4.514883
742,-1076.853638,-718.397095,-4.514883
743,-1076.853638,-718.397095,-4.514883
744,-1076.853638,-718.397095,-4.514883
745,-1076.853638,-718.397095,-4.514883
746,-1076.853638,-718.397095,-4.514883
747,-1076.853638,-718.397095,-4.514883
748,-1076.853638,-718.397095,-4.514883
749,-1076.853638,-718.397095,-4.514883
750,-1076.853638,-718.397095,-4.514883
751,-1076.853638,-718.397095,-4.514883
752,-1076.853638,-718.397095,-4.514883
753,-1076.853638,-718.397095,-4.514883
754,-1076.853638,-718.397095,-4.514883
755,-1076.853638,-718.397095,-4.514883
756,-1076.853638,-718.397095,-4.514883
757,-1076.853638,-718.397095,-4.514883
758,-1076.853638,-718.397095,-4.514883
759,-1076.853638,-718.397095,-4.514883
760,-1076.853638,-718.397095,-4.514883
761,-1076.853638,-718.397095,-4.514883
762,-1076.853638,-718.397095,-4.514883
763,-1076.853638,-718.397095,-4.514883
764,-1076.853638,-718.397095,-4.514883
765,-1076.853638,-718.397095,-4.514883
766,-1076.853638,-718.397095,-4.514883
767,-1076.853638,-718.397095,-4.514883
768,-1076.853638,-718.397095,-4.514883
769,-1076.853638,-718.397095,-4.514883
770,-1076.853638,-718.397095,-4.514883
771,-1076.853638,-718.397095,-4.514883
772,-1076.853638,-718.397095,-4.514883
773,-1076.853638,-718.397095,-4.514883
774,-1076.853638,-718.397095,-4.514883
775,-1076.853638,-718.397095,-4.514883
776,-1076.853638,-718.397095,-4.514883
777,-1076.853638,-718.397095,-4.514883
778,-1076.853638,-718.397095,-4.514883
779,-1076.853638,-718.397095,-4.514883
780,-1076.853638,-718.397095,-4.514883
781,-1076.853638,-718.397095,-4.514883
782,-1076.853638,-718.397095,-4.514883
783,-1076.853638,-718.397095,-4.514883
784,-1076.853638,-718.397095,-4.514883
785,-1076.853638,-718.397095,-4.514883
786,-1076.853638,-718.397095,-4.514883
787,-1076.853638,-718.397095,-4.514883
788,-1076.853638,-718.397095,-4.514883
789,-1076.853638,-718.397095,-4.514883
790,-1076.853638,-718.397095,-4.514883
791,-1076.853638,-718.397095,-4.514883
792,-1076.853638,-718.397095,-4.514883
793,-1076.853638,-718.397095,-4.514883
794,-1076.853638,-718.397095,-4.514883
795,-1076.853638,-718.397095,-4.514883
796,-1076.853638,-718.397095,-4.514883
797,-1076.853638,-718.397095,-4.514883
798,-1076.853638,-718.397095,-4.514883
799,-1076.853638,-718.397095,-4.514883
800,-1076.853638,-718.397095,-4.514883
801,-1076.853638,-718.397095,-4.514883
802,-1076.853638,-718.397095,-4.514883
803,-1076.853638,-718.397095,-4.514883
804,-1076.853638,-718.397095,-4.514883
805,-1076.853638,-718.397095,-4.514883
806,-1076.853638,-718.397095,-4.514883
807,-1076.853638,-718.397095,-4.514883
808,-1076.853638,-718.397095,-4.514883
809,-1076.853638,-718.397095,-4.514883
810,-1076.853638,-718.397095,-4.514883
811,-1076.853638,-718.397095,-4.514883
812,-1076.853638,-718.397095,-4.514883
813,-1076.853638,-718.397095,-4.514883
814,-1076.853638,-718.397095,-4.514883
815,-1076.853638,-718.397095,-4.514883
816,-1076.853638,-718.397095,-4.514883
817,-1076.853638,-718.397095,-4.514883
818,-1076.853638,-718.397095,-4.514883
819,-1076.853638,-718.397095,-4.514883
820,-1076.853638,-718.397095,-4.514883
821,-1076.853638,-718.397095,-4.514883
822,-1076.853638,-718.397095,-4.514883
823,-1076.853638,-718.397095,-4.514883
824,-1076.853638,-718.397095,-4.514883
825,-1076.853638,-718.397095,-4.514883
826,-1076.853638,-718.397095,-4.514883
827,-1076.853638,-718.397095,-4.514883
828,-1076.853638,-718.397095,-4.514883
829,-1076.853638,-718.397095,-4.514883
830,-1076.853638,-718.397095,-4.514883
831,-1076.853638,-718.397095,-4.514883
832,-1076.853638,-718.397095,-4.514883
833,-1076.853638,-718.397095,-4.514883
834,-1076.853638,-718.397095,-4.514883
835,-1076.853638,-718.397095,-4.514883
836,-1076.853638,-718.397095,-4.514883
837,-1076.853638,-718.397095,-4.514883
838,-1076.853638,-718.397095,-4.514883
839,-1076.853638,-718.397095,-4.514883
840,-1076.853638,-718.397095,-4.514883
841,-1076.853638,-718.397095,-4.514883
842,-1076.853638,-718.397095,-4.514883
843,-1076.853638,-718.397095,-4.514883
844,-1076.853638,-718.397095,-4.514883
845,-1076.853638,-718.397095,-4.514883
846,-1076.853638,-718.397095,-4.514883
847,-1076.853638,-718.397095,-4.514883
848,-1076.853638,-718.397095,-4.514883
849,-1076.853638,-718.397095,-4.514883
850,-1076.853638,-718.397095,-4.514883
851,-1076.853638,-718.397095,-4.514883
852,-1076.853638,-718.397095,-4.514883
853,-1076.853638,-718.397095,-4.514883
854,-1076.853638,-718.397095,-4.514883
855,-1076.853638,-718.397095,-4.514883
856,-1076.853638,-718.397095,-4.514883
857,-1076.853638,-718.397095,-4.514883
858,-1076.853638,-718.397095,-4.514883
859,-1076.853638,-718.397095,-4.514883
860,-1076.853638,-718.397095,-4.514883
861,-1076.853638,-718.397095,-4.514883
862,-1076.853638,-718.397095,-4.514883
863,-1076.853638,-718.397095,-4.514883
864,-1076.853638,-718.397095,-4.514883
865,-1076.853638,-718.397095,-4.514883
866,-1076.853638,-718.397095,-4.514883
867,-1076.853638,-718.397095,-4.514883
868,-1076.853638,-718.397095,-4.514883
869,-1076.853638,-718.397095,-4.514883
870,-1076.853638,-718.397095,-4.514883
871,-1076.853638,-718.397095,-4.514883
872,-1076.853638,-718.397095,-4.514883
873,-1076.853638,-718.397095,-4.514883
874,-1076.853638,-718.397095,-4.514883
875,-1076.853638,-718.397095,-4.514883
876,-1076.853638,-718.397095,-4.514883
877,-1076.853638,-718.397095,-4.514883
878,-1076.853638,-718.397095,-4.514883
879,-1076.853638,-718.397095,-4.514883
880,-1076.853638,-718.397095,-4.514883
881,-1076.853638,-718.397095,-4.514883
882,-1076.853638,-718.397095,-4.514883
883,-1076.853638,-718.397095,-4.514883
884,-1076.853638,-718.397095,-4.514883
885,-1076.853638,-718.397095,-4.514883
886,-1076.853638,-718.397095,-4.514883
887,-1076.853638,-718.397095,-4.514883
888,-1076.853638,-718.397095,-4.514883
889,-1076.853638,-718.397095,-4.514883
890,-1076.853638,-718.397095,-4.514883
891,-1076.853638,-718.397095,-4.514883
892,-1076.853638,-718.397095,-4.514883
893,-1076.853638,-718.397095,-4.514883
894,-1076.853638,-718.397095,-4.514883
895,-1076.853638,-718.397095,-4.514883
896,-1076.853638,-718.397095,-4.514883
897,-1076.853638,-718.397095,-4.514883
898,-1076.853638,-718.397095,-4.514883
899,-1076.853638,-718.397095,-4.514883
900,-1076.853638,-718.397095,-4.514883
901,-1076.853638,-718.397095,-4.514883
902,-1076.853638,-718.397095,-4.514883
903,-1076.853638,-718.397095,-4.514883
904,-1076.853638,-718.397095,-4.514883
905,-1076.853638,-718.397095,-4.514883
906,-1076.853638,-718.397095,-4.514883
907,-1076.853638,-718.397095,-4.514883
908,-1076.853638,-718.397095,-4.514883
909,-1076.853638,-718.397095,-4.514883
910,-1076.853638,-718.397095,-4.514883
911,-1076.853638,-718.397095,-4.514883
912,-1076.853638,-718.397095,-4.514883
913,-1076.853638,-718.397095,-4.514883
914,-1076.853638,-718.397095,-4.514883
915,-1076.853638,-718.397095,-4.514883
916,-1076.853638,-718.397095,-4.514883
917,-1076.853638,-718.397095,-4.514883
918,-1076.853638,-718.397095,-4.514883
919,-1076.853638,-718.397095,-4.514883
920,-1076.853638,-718.397095,-4.514883
921,-1076.853638,-718.397095,-4.514883
922,-1076.853638,-718.397095,-4.514883
923,-1076.853638,-718.397095,-4.514883
924,-1076.853638,-718.397095,-4.514883
925,-1076.853638,-718.397095,-4.514883
926,-1076.853638,-718.397095,-4.514883
927,-1076.853638,-718.397095,-4.514883
928,-1076.853638,-718.397095,-4.514883
929,-1076.853638,-718.397095,-4.514883
930,-1076.853638,-718.397095,-4.514883
931,-1076.853638,-718.397095,-4.514883
932,-1076.853638,-718.397095,-4.514883
933,-1076.853638,-718.397095,-4.514883
934,-1076.853638,-718.397095,-4.514883
935,-1076.853638,-718.397095,-4.514883
936,-1076.853638,-718.397095,-4.514883
937,-1076.853638,-718.397095,-4.514883
938,-1076.853638,-718.397095,-4.514883
939,-1076.853638,-718.397095,-4.514883
940,-1076.853638,-718.397095,-4.514883
941,-1076.853638,-718.397095,-4.514883
942,-1076.853638,-718.397095,-4.514883
943,-1076.853638,-718.397095,-4.514883
944,-1076.853638,-718.397095,-4.514883
945,-1076.853638,-718.397095,-4.514883
946,-1076.853638,-718.397095,-4.514883
947,-1076.853638,-718.397095,-4.514883
948,-1076.853638,-718.397095,-4.514883
949,-1076.853638,-718.397095,-4.514883
950,-1076.853638,-718.397095,-4.514883
951,-1076.853638,-718.397095,-4.514883
952,-1076.853638,-718.397095,-4.514883
953,-1076.853638,-718.397095,-4.514883
954,-1076.853638,-718.397095,-4.514883
955,-1076.853638,-718.397095,-4.514883
956,-1076.853638,-718.397095,-4.514883
957,-1076.853638,-718.397095,-4.514883
958,-1076.853638,-718.397095,-4.514883
959,-1076.853638,-718.397095,-4.514883
960,-1076.853638,-718.397095,-4.514883
961,-1076.853638,-718.397095,-4.514883
962,-1076.853638,-718.397095,-4.514883
963,-1076.853638,-718.397095,-4.514883
964,-1076.853638,-718.397095,-4.514883
965,-1076.853638,-718.397095,-4.514883
966,-1076.853638,-718.397095,-4.514883
967,-1076.853638,-718.397095,-4.514883
968,-1076.853638,-718.397095,-4.514883
969,-1076.853638,-718.397095,-4.514883
970,-1076.853638,-718.397095,-4.514883
971,-1076.853638,-718.397095,-4.514883
972,-1076.853638,-718.397095,-4.514883
973,-1076.853638,-718.397095,-4.514883
974,-1076.853638,-718.397095,-4.514883
975,-1076.853638,-718.397095,-4.514883
976,-1076.853638,-718.397095,-4.514883
977,-1076.853638,-718.397095,-4.514883
978,-1076.853638,-718.397095,-4.514883
979,-1076.853638,-718.397095,-4.514883
980,-1076.853638,-718.397095,-4.514883
981,-1076.853638,-718.397095,-4.514883
982,-1076.853638,-718.397095,-4.514883
983,-1076.853638,-718.397095,-4.514883
984,-1076.853638,-718.397095,-4.514883
985,-1076.853638,-718.397095,-4.514883
986,-1076.853638,-718.397095,-4.514883
987,-1076.853638,-718.397095,-4.514883
988,-1076.853638,-718.397095,-4.514883
989,-1076.853638,-718.397095,-4.514883
990,-1076.853638,-718.397095,-4.514883
991,-1076.853638,-718.397095,-4.514883
992,-1076.853638,-718.397095,-4.514883
993,-1076.853638,-718.397095,-4.514883
994,-1076.853638,-718.397095,-4.514883
995,-1076.853638,-718.397095,-4.514883
996,-1076.853638,-718.397095,-4.514883
997,-1076.853638,-718.397095,-4.514883
998,-1076.853638,-718.397095,-4.514883
999,-1076.853638,-718.397095,-4.514883
