
iteration,x,y,theta
732,2288.014648,-225.932343,8.313945
733,2288.014648,-225.932343,8.313945
734,2288.014648,-225.932343,8.313945
735,2288.014648,-225.932343,8.313945
736,2288.014648,-225.932343,8.313945
737,2288.014648,-225.932343,8.313945
738,2288.014648,-225.932343,8.313945
739,2288.014648,-225.932343,8.313945
740,2288.014648,-225.932343,8.313945
741,2288.014648,-225.932343,8.313945
742,2288.014648,-225.932343,8.313945
743,2288.014648,-225.932343,8.313945
744,2288.014648,-225.932343,8.313945
745,2288.014648,-225.932343,8.313945
746,2288.014648,-225.932343,8.313945
747,2288.014648,-225.932343,8.313945
748,2288.014648,-225.932343,8.313945
749,2288.014648,-225.932343,8.313945
750,2288.014648,-225.932343,8.313945
751,2288.014648,-225.932343,8.313945
752,2288.014648,-225.932343,8.313945
753,2288.014648,-225.932343,8.313945
754,2288.014648,-225.932343,8.313945
755,2288.014648,-225.932343,8.313945
756,2288.014648,-225.932343,8.313945
757,2288.014648,-225.932343,8.313945
758,2288.014648,-225.932343,8.313945
759,2288.014648,-225.932343,8.313945
760,2288.014648,-225.932343,8.313945
761,2288.014648,-225.932343,8.313945
762,2288.014648,-225.932343,8.313945
763,2288.014648,-225.932343,8.313945
764,2288.014648,-225.932343,8.313945
765,2288.014648,-225.932343,8.313945
766,2288.014648,-225.932343,8.313945
767,2288.014648,-225.932343,8.313945
768,2288.014648,-225.932343,8.313945
769,2288.014648,-225.932343,8.313945
770,2288.014648,-225.932343,8.313945
771,2288.014648,-225.932343,8.313945
772,2288.014648,-225.932343,8.313945
773,2288.014648,-225.932343,8.313945
774,2288.014648,-225.932343,8.313945
775,2288.014648,-225.932343,8.313945
776,2288.014648,-225.932343,8.313945
777,2288.014648,-225.932343,8.313945
778,2288.014648,-225.932343,8.313945
779,2288.014648,-225.932343,8.313945
780,2288.014648,-225.932343,8.313945
781,2288.014648,-225.932343,8.313945
782,2288.014648,-225.932343,8.313945
783,2288.014648,-225.932343,8.313945
784,2288.014648,-225.932343,8.313945
785,2288.014648,-225.932343,8.313945
786,2288.014648,-225.932343,8.313945
787,2288.014648,-225.932343,8.313945
788,2288.014648,-225.932343,8.313945
789,2288.014648,-225.932343,8.313945
790,2288.014648,-225.932343,8.313945
791,2288.014648,-225.932343,8.313945
792,2288.014648,-225.932343,8.313945
793,2288.014648,-225.932343,8.313945
794,2288.014648,-225.932343,8.313945
795,2288.014648,-225.932343,8.313945
796,2288.014648,-225.932343,8.313945
797,2288.014648,-225.932343,8.313945
798,2288.014648,-225.932343,8.313945
799,2288.014648,-225.932343,8.313945
800,2288.014648,-225.932343,8.313945
801,2288.014648,-225.932343,8.313945
802,2288.014648,-225.932343,8.313945
803,2288.014648,-225.932343,8.313945
804,2288.014648,-225.932343,8.313945
805,2288.014648,-225.932343,8.313945
806,2288.014648,-225.932343,8.313945
807,2288.014648,-225.932343,8.313945
808,2288.014648,-225.932343,8.313945
809,2288.014648,-225.932343,8.313945
810,2288.014648,-225.932343,8.313945
811,2288.014648,-225.932343,8.313945
812,2288.014648,-225.932343,8.313945
813,2288.014648,-225.932343,8.313945
814,2288.014648,-225.932343,8.313945
815,2288.014648,-225.932343,8.313945
816,2288.014648,-225.932343,8.313945
817,2288.014648,-225.932343,8.313945
818,2288.014648,-225.932343,8.313945
819,2288.014648,-225.932343,8.313945
820,2288.014648,-225.932343,8.313945
821,2288.014648,-225.932343,8.313945
822,2288.014648,-225.932343,8.313945
823,2288.014648,-225.932343,8.313945
824,2288.014648,-225.932343,8.313945
825,2288.014648,-225.932343,8.313945
826,2288.014648,-225.932343,8.313945
827,2288.014648,-225.932343,8.313945
828,2288.014648,-225.932343,8.313945
829,2288.014648,-225.932343,8.313945
830,2288.014648,-225.932343,8.313945
831,2288.014648,-225.932343,8.313945
832,2288.014648,-225.932343,8.313945
833,2288.014648,-225.932343,8.313945
834,2288.014648,-225.932343,8.313945
835,2288.014648,-225.932343,8.313945
836,2288.014648,-225.932343,8.313945
837,2288.014648,-225.932343,8.313945
838,2288.014648,-225.932343,8.313945
839,2288.014648,-225.932343,8.313945
840,2288.014648,-225.932343,8.313945
841,2288.014648,-225.932343,8.313945
842,2288.014648,-225.932343,8.313945
843,2288.014648,-225.932343,8.313945
844,2288.014648,-225.932343,8.313945
845,2288.014648,-225.932343,8.313945
846,2288.014648,-225.932343,8.313945
847,2288.014648,-225.932343,8.313945
848,2288.014648,-225.932343,8.313945
849,2288.014648,-225.932343,8.313945
850,2288.014648,-225.932343,8.313945
851,2288.014648,-225.932343,8.313945
852,2288.014648,-225.932343,8.313945
853,2288.014648,-225.932343,8.313945
854,2288.014648,-225.932343,8.313945
855,2288.014648,-225.932343,8.313945
856,2288.014648,-225.932343,8.313945
857,2288.014648,-225.932343,8.313945
858,2288.014648,-225.932343,8.313945
859,2288.014648,-225.932343,8.313945
860,2288.014648,-225.932343,8.313945
861,2288.014648,-225.932343,8.313945
862,2288.014648,-225.932343,8.313945
863,2288.014648,-225.932343,8.313945
864,2288.014648,-225.932343,8.313945
865,2288.014648,-225.932343,8.313945
866,2288.014648,-225.932343,8.313945
867,2288.014648,-225.932343,8.313945
868,2288.014648,-225.932343,8.313945
869,2288.014648,-225.932343,8.313945
870,2288.014648,-225.932343,8.313945
871,2288.014648,-225.932343,8.313945
872,2288.014648,-225.932343,8.313945
873,2288.014648,-225.932343,8.313945
874,2288.014648,-225.932343,8.313945
875,2288.014648,-225.932343,8.313945
876,2288.014648,-225.932343,8.313945
877,2288.014648,-225.932343,8.313945
878,2288.014648,-225.932343,8.313945
879,2288.014648,-225.932343,8.313945
880,2288.014648,-225.932343,8.313945
881,2288.014648,-225.932343,8.313945
882,2288.014648,-225.932343,8.313945
883,2288.014648,-225.932343,8.313945
884,2288.014648,-225.932343,8.313945
885,2288.014648,-225.932343,8.313945
886,2288.014648,-225.932343,8.313945
887,2288.014648,-225.932343,8.313945
888,2288.014648,-225.932343,8.313945
889,2288.014648,-225.932343,8.313945
890,2288.014648,-225.932343,8.313945
891,2288.014648,-225.932343,8.313945
892,2288.014648,-225.932343,8.313945
893,2288.014648,-225.932343,8.313945
894,2288.014648,-225.932343,8.313945
895,2288.014648,-225.932343,8.313945
896,2288.014648,-225.932343,8.313945
897,2288.014648,-225.932343,8.313945
898,2288.014648,-225.932343,8.313945
899,2288.014648,-225.932343,8.313945
900,2288.014648,-225.932343,8.313945
901,2288.014648,-225.932343,8.313945
902,2288.014648,-225.932343,8.313945
903,2288.014648,-225.932343,8.313945
904,2288.014648,-225.932343,8.313945
905,2288.014648,-225.932343,8.313945
906,2288.014648,-225.932343,8.313945
907,2288.014648,-225.932343,8.313945
908,2288.014648,-225.932343,8.313945
909,2288.014648,-225.932343,8.313945
910,2288.014648,-225.932343,8.313945
911,2288.014648,-225.932343,8.313945
912,2288.014648,-225.932343,8.313945
913,2288.014648,-225.932343,8.313945
914,2288.014648,-225.932343,8.313945
915,2288.014648,-225.932343,8.313945
916,2288.014648,-225.932343,8.313945
917,2288.014648,-225.932343,8.313945
918,2288.014648,-225.932343,8.313945
919,2288.014648,-225.932343,8.313945
920,2288.014648,-225.932343,8.313945
921,2288.014648,-225.932343,8.313945
922,2288.014648,-225.932343,8.313945
923,2288.014648,-225.932343,8.313945
924,2288.014648,-225.932343,8.313945
925,2288.014648,-225.932343,8.313945
926,2288.014648,-225.932343,8.313945
927,2288.014648,-225.932343,8.313945
928,2288.014648,-225.932343,8.313945
929,2288.014648,-225.932343,8.313945
930,2288.014648,-225.932343,8.313945
931,2288.014648,-225.932343,8.313945
932,2288.014648,-225.932343,8.313945
933,2288.014648,-225.932343,8.313945
934,2288.014648,-225.932343,8.313945
935,2288.014648,-225.932343,8.313945
936,2288.014648,-225.932343,8.313945
937,2288.014648,-225.932343,8.313945
938,2288.014648,-225.932343,8.313945
939,2288.014648,-225.932343,8.313945
940,2288.014648,-225.932343,8.313945
941,2288.014648,-225.932343,8.313945
942,2288.014648,-225.932343,8.313945
943,2288.014648,-225.932343,8.313945
944,2288.014648,-225.932343,8.313945
945,2288.014648,-225.932343,8.313945
946,2288.014648,-225.932343,8.313945
947,2288.014648,-225.932343,8.313945
948,2288.014648,-225.932343,8.313945
949,2288.014648,-225.932343,8.313945
950,2288.014648,-225.932343,8.313945
951,2288.014648,-225.932343,8.313945
952,2288.014648,-225.932343,8.313945
953,2288.014648,-225.932343,8.313945
954,2288.014648,-225.932343,8.313945
955,2288.014648,-225.932343,8.313945
956,2288.014648,-225.932343,8.313945
957,2288.014648,-225.932343,8.313945
958,2288.014648,-225.932343,8.313945
959,2288.014648,-225.932343,8.313945
960,2288.014648,-225.932343,8.313945
961,2288.014648,-225.932343,8.313945
962,2288.014648,-225.932343,8.313945
963,2288.014648,-225.932343,8.313945
964,2288.014648,-225.932343,8.313945
965,2288.014648,-225.932343,8.313945
966,2288.014648,-225.932343,8.313945
967,2288.014648,-225.932343,8.313945
968,2288.014648,-225.932343,8.313945
969,2288.014648,-225.932343,8.313945
970,2288.014648,-225.932343,8.313945
971,2288.014648,-225.932343,8.313945
972,2288.014648,-225.932343,8.313945
973,2288.014648,-225.932343,8.313945
974,2288.014648,-225.932343,8.313945
975,2288.014648,-225.932343,8.313945
976,2288.014648,-225.932343,8.313945
977,2288.014648,-225.932343,8.313945
978,2288.014648,-225.932343,8.313945
979,2288.014648,-225.932343,8.313945
980,2288.014648,-225.932343,8.313945
981,2288.014648,-225.932343,8.313945
982,2288.014648,-225.932343,8.313945
983,2288.014648,-225.932343,8.313945
984,2288.014648,-225.932343,8.313945
985,2288.014648,-225.932343,8.313945
986,2288.014648,-225.932343,8.313945
987,2288.014648,-225.932343,8.313945
988,2288.014648,-225.932343,8.313945
989,2288.014648,-225.932343,8.313945
990,2288.014648,-225.932343,8.313945
991,2288.014648,-225.932343,8.313945
992,2288.014648,-225.932343,8.313945
993,2288.014648,-225.932343,8.313945
994,2288.014648,-225.932343,8.313945
995,2288.014648,-225.932343,8.313945
996,2288.014648,-225.932343,8.313945
997,2288.014648,-225.932343,8.313945
998,2288.014648,-225.932343,8.313945
999,2288.014648,-225.932343,8.313945
